hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,arrival_date_week_number,stays_in_week_nights,stays_in_weekend_nights,adults,children,babies,meal,country,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
Mountain View Lodge,FALSO,66,2016,4,19,15,20,8,3,3,3,HB,Palestinian Territory,FALSO,9,5,C,C,5,Cash deposit,7,Transient,FALSO,7,Canceled,17-08-2020,Biddy Kleinberer,bkleinberero5@digg.com,(189) 052-7455,677189649897214000
Golden Sands Hotel,VERDADERO,11,2016,11,20,43,12,4,5,3,,HB,Philippines,FALSO,8,,C,C,6,No deposit,2,Transient-Party,FALSO,7,Canceled,31/08/2018,Xever Farnfield,xfarnfieldo6@dailymail.co.uk,(791) 041-2057,4041590650776840
Grand Hotel,FALSO,2,2020,2,7,5,2,0,9,1,3,HB,Iran,VERDADERO,6,,F,F,3,No deposit,3,Contract,FALSO,6,Canceled,05/04/2020,Jammal Tenney,jtenneyo7@slideshare.net,665.497.6842,3528237140261140
Ocean Breeze Resort,FALSO,64,2016,2,17,7,10,4,3,3,2,HB,Bolivia,VERDADERO,1,2,D,D,9,Debit car deposit,7,Transient,FALSO,4,Check-Out,26/07/2019,Thaddus Plom,tplomo8@unesco.org,+1 (134) 026-9399,6304889104037660000
Grand Hotel,FALSO,57,2020,7,10,26,14,4,3,1,3,BB,China,VERDADERO,7,3,A,A,0,Credit card deposit,5,Contract,FALSO,8,Canceled,05-08-2018,Shalna Swin,sswino9@uiuc.edu,210.696.3601,6763254091552770000
Ocean Breeze Resort,FALSO,57,2017,7,15,27,7,2,9,2,3,HB,Nigeria,VERDADERO,5,10,D,D,3,Cash deposit,4,Transient,VERDADERO,3,Canceled,11/04/2020,Billy Pert,bpertoa@ucoz.com,+1 (502) 437-3823,3555943404168840
Sunset Inn,FALSO,2,2016,5,27,20,2,0,9,5,4,BB,,VERDADERO,7,9,E,E,6,Debit car deposit,0,Transient,FALSO,1,Check-Out,08-08-2020,Sonnnie Bicker,sbickerob@arstechnica.com,304-036-7190,30558351756409
Golden Sands Hotel,VERDADERO,8,2016,11,7,41,29,10,7,3,2,FB,Canada,,7,,C,C,0,Cash deposit,7,Transient,FALSO,7,Canceled,15-09-2015,Maible Mangenot,mmangenotoc@hibu.com,764.628.8338,5193477931062500
Ocean Breeze Resort,VERDADERO,46,2019,9,10,34,24,8,7,3,1,HB,Syria,VERDADERO,3,10,D,D,7,Debit car deposit,4,Transient,FALSO,7,Canceled,02.03.2020,Rosco Ardern,rardernod@newyorker.com,818.645.9997,372301173679483
Mountain View Lodge,VERDADERO,40,2016,4,25,16,22,8,6,4,,BB,Indonesia,VERDADERO,4,2,G,G,6,Cash deposit,5,Contract,VERDADERO,7,No-Show,11.06.2016,Imogen Baert,ibaertoe@wordpress.org,+1 (233) 428-4414,3549142890432140
Golden Sands Hotel,FALSO,87,2017,8,17,31,18,6,6,,5,FB,Brazil,VERDADERO,5,6,C,C,8,Cash deposit,,Transient,FALSO,5,Canceled,07.30.2019,Bret Strut,bstrutof@apple.com,674.228.7264,201732486276061
Golden Sands Hotel,VERDADERO,68,2020,5,22,20,20,8,5,,1,HB,Indonesia,VERDADERO,,8,D,D,10,Debit car deposit,0,Transient-Party,VERDADERO,1,No-Show,20/12/2017,Belva Lewcock,blewcockog@homestead.com,+1 (528) 963-3169,201971739825726
Golden Sands Hotel,FALSO,9,2016,2,24,8,8,2,10,,1,BB,Poland,FALSO,,3,D,D,1,No deposit,8,Contract,FALSO,10,Canceled,22/05/2016,Lola Ludee,lludeeoh@slate.com,(950) 232-0085,5525266311077950
Ocean Breeze Resort,FALSO,22,2015,8,31,32,9,2,5,,5,HB,Philippines,VERDADERO,,,C,C,2,No deposit,9,Transient-Party,,4,Canceled,11.29.2018,Emmet Stoakes,estoakesoi@fc2.com,284-083-9383,6304406858758810
Grand Hotel,FALSO,,2019,8,9,30,3,0,1,1,2,HB,Albania,FALSO,7,,G,G,,No deposit,5,Transient-Party,FALSO,2,No-Show,24/02/2017,Forest Eccles,fecclesoj@addtoany.com,(464) 679-1243,67634007417933600
Ocean Breeze Resort,VERDADERO,93,2020,8,1,29,8,2,3,4,2,BB,Czech Republic,FALSO,,,E,E,8,Cash deposit,10,Contract,VERDADERO,5,Canceled,11-07-2015,Foster Tattersfield,ftattersfieldok@comsenz.com,+1 (364) 995-2631,5541050948502280
Mountain View Lodge,VERDADERO,42,2017,7,25,28,21,8,1,2,5,FB,Japan,VERDADERO,5,6,D,D,5,No deposit,4,Transient-Party,FALSO,2,Canceled,26-12-2018,Nilson Mollett,nmollettol@networksolutions.com,+1 (904) 554-6634,3552845892614230
Grand Hotel,FALSO,37,2017,2,20,7,28,10,7,,2,FB,Nigeria,VERDADERO,8,2,D,D,7,Credit card deposit,6,Transient,FALSO,7,Canceled,03.31.2020,Levy Shilliday,lshillidayom@oaic.gov.au,+1 (103) 424-0223,560222653178751000
Grand Hotel,FALSO,17,2015,5,16,19,4,0,4,4,2,FB,Venezuela,FALSO,6,6,F,F,4,Credit card deposit,6,Transient,VERDADERO,,No-Show,06.09.2017,Erin Longmead,elongmeadon@histats.com,188.526.5143,3583623682416240
Ocean Breeze Resort,VERDADERO,87,2015,2,12,6,22,8,10,3,2,BB,Greece,,0,4,C,C,5,Cash deposit,9,Contract,VERDADERO,1,Canceled,08-06-2015,Noella Romi,nromioo@theguardian.com,+1 (831) 615-1959,3535847958403350
Ocean Breeze Resort,FALSO,44,2019,11,29,44,15,6,5,3,4,BB,Philippines,,,3,A,A,7,Debit car deposit,2,Transient-Party,VERDADERO,0,No-Show,09.02.2019,Adolpho Colliard,acolliardop@skype.com,796.632.9420,3547864722901080
Golden Sands Hotel,VERDADERO,71,2018,11,21,43,12,4,5,,1,HB,Poland,VERDADERO,0,8,F,F,5,Debit car deposit,2,Transient,,6,No-Show,24-10-2015,Llywellyn Kerman,lkermanoq@ibm.com,987-277-1996,5319433688038440
Grand Hotel,FALSO,95,2017,8,21,31,17,6,5,1,4,BB,United States,VERDADERO,4,10,E,E,4,No deposit,,Transient-Party,FALSO,8,Check-Out,12/09/2016,Weider Bernadzki,wbernadzkior@chron.com,(616) 987-8046,4784792682713
Ocean Breeze Resort,FALSO,,2017,9,25,36,18,6,10,3,4,BB,Italy,FALSO,5,,F,F,4,No deposit,,Transient-Party,,2,Canceled,01-03-2015,Ellery Eathorne,eeathorneos@myspace.com,936.836.7145,6334860815609480000
Ocean Breeze Resort,FALSO,38,2017,5,27,20,27,10,7,5,4,FB,Sweden,FALSO,7,10,D,D,2,No deposit,6,Transient-Party,VERDADERO,9,No-Show,12/06/2015,Evania Dinsey,edinseyot@ucoz.ru,+1 (787) 611-7346,670662030572143000
Mountain View Lodge,VERDADERO,6,2017,2,4,5,18,6,5,3,3,BB,China,FALSO,8,8,G,G,10,Credit card deposit,4,Transient-Party,VERDADERO,10,Check-Out,21-12-2020,Sheeree Sinclaire,ssinclaireou@godaddy.com,685-091-5397,5610619979536200
Golden Sands Hotel,VERDADERO,23,2018,1,5,1,15,6,2,4,4,FB,China,FALSO,7,,F,F,7,Debit car deposit,5,Transient-Party,VERDADERO,8,Check-Out,08/01/2020,Keir Troucher,ktroucherov@archive.org,(468) 865-9062,3542654994137690
Mountain View Lodge,VERDADERO,,2019,4,28,16,18,6,8,,5,BB,Ukraine,FALSO,10,4,A,A,8,Debit car deposit,0,Transient,FALSO,1,Check-Out,03-07-2017,Elbert Cowderay,ecowderayow@csmonitor.com,419-578-4114,5602210813055490
Ocean Breeze Resort,VERDADERO,74,2019,2,2,5,16,6,9,4,2,HB,Poland,FALSO,5,8,G,G,1,No deposit,4,Contract,FALSO,,Check-Out,18/12/2016,Birk Bartel,bbartelox@facebook.com,888-065-7127,30089703403854
Golden Sands Hotel,FALSO,77,2016,9,15,35,24,8,6,1,1,FB,France,,,2,A,A,,No deposit,1,Transient-Party,VERDADERO,,No-Show,21-12-2018,Kesley Gerritzen,kgerritzenoy@yolasite.com,600.560.7001,3571079324700670
Mountain View Lodge,VERDADERO,87,2020,1,4,1,17,6,10,3,4,BB,Brazil,VERDADERO,0,,G,G,5,Cash deposit,,Transient-Party,FALSO,8,No-Show,10/09/2018,Rene Sandiland,rsandilandoz@123-reg.co.uk,537-516-0903,3586842218197850
Sunset Inn,VERDADERO,,2017,1,6,1,26,10,5,4,2,BB,Vietnam,FALSO,0,4,E,E,10,Debit car deposit,4,Transient,,0,Check-Out,28-03-2019,Ciel Elsley,celsleyp0@ifeng.com,(704) 547-9782,3557375506858580
Mountain View Lodge,VERDADERO,8,2015,9,27,36,24,8,5,5,1,HB,Serbia,,6,2,A,A,10,No deposit,6,Contract,FALSO,10,Canceled,12/11/2016,Halley Minihane,hminihanep1@tripadvisor.com,425-395-3706,30578640130398
Ocean Breeze Resort,FALSO,26,2015,1,7,1,15,6,5,1,3,BB,Bulgaria,FALSO,,4,F,F,3,Cash deposit,8,Transient-Party,VERDADERO,2,Canceled,13-09-2016,Lockwood Jantzen,ljantzenp2@wunderground.com,(189) 858-2165,3572685419755540
Grand Hotel,FALSO,35,2020,12,16,48,12,4,6,3,2,FB,China,VERDADERO,,,F,F,1,Credit card deposit,7,Transient,VERDADERO,0,Check-Out,11-05-2020,Emlyn Zecchii,ezecchiip3@soup.io,304-814-6200,5108757174459360
Grand Hotel,FALSO,39,2020,4,17,15,27,10,4,4,4,HB,Portugal,FALSO,10,0,C,C,10,Credit card deposit,8,Transient-Party,FALSO,5,Check-Out,06.15.2018,Hope Tinan,htinanp4@netlog.com,794.011.6066,30474797070746
Mountain View Lodge,VERDADERO,31,2016,5,21,19,9,2,8,1,3,FB,Madagascar,VERDADERO,8,8,G,G,2,Cash deposit,9,Contract,FALSO,5,Check-Out,10.21.2015,Bil Garmston,bgarmstonp5@theglobeandmail.com,919-705-2030,676374037262645000
Golden Sands Hotel,FALSO,35,2018,8,18,31,18,6,4,5,5,BB,China,VERDADERO,6,1,D,D,4,Credit card deposit,6,Transient,FALSO,1,No-Show,09/02/2020,Willette Terrans,wterransp6@bloglovin.com,648-260-0058,560221589802105000
Mountain View Lodge,FALSO,83,2020,2,1,5,9,2,1,1,5,BB,China,,,5,D,D,,Debit car deposit,3,Transient-Party,VERDADERO,3,Canceled,10/01/2015,Bentlee Blinder,bblinderp7@comsenz.com,(842) 801-6173,374288022364011
Golden Sands Hotel,VERDADERO,13,2018,5,30,20,7,2,8,4,4,FB,China,FALSO,9,,A,A,9,Credit card deposit,7,Transient-Party,VERDADERO,8,No-Show,14-11-2016,Silas Itzkovitch,sitzkovitchp8@nyu.edu,484-021-6481,30417895955664
Grand Hotel,FALSO,24,2018,2,17,7,11,4,8,1,5,HB,China,VERDADERO,,1,E,E,0,Cash deposit,2,Contract,VERDADERO,9,No-Show,02-02-2018,Marla Dionisio,mdionisiop9@homestead.com,(980) 396-1068,60421385021480300
Ocean Breeze Resort,VERDADERO,32,2020,6,13,22,19,6,4,5,2,HB,Indonesia,VERDADERO,8,,D,D,,Cash deposit,1,Transient,VERDADERO,,No-Show,23-08-2016,Florenza Suett,fsuettpa@cloudflare.com,852.655.0608,3568846357123330
Sunset Inn,VERDADERO,7,2019,9,5,33,19,6,3,3,5,BB,China,VERDADERO,3,4,C,C,5,Debit car deposit,0,Contract,VERDADERO,0,No-Show,25-08-2018,Dolf Sheryn,dsherynpb@about.me,529-310-2466,3537864670801020
Sunset Inn,VERDADERO,58,2017,7,16,27,15,6,10,5,1,HB,China,VERDADERO,5,7,F,F,6,Credit card deposit,,Transient,FALSO,10,Canceled,12-06-2020,Falito Sellers,fsellerspc@123-reg.co.uk,573-897-9740,5276550104833990
Ocean Breeze Resort,VERDADERO,79,2017,11,1,41,25,10,4,3,1,FB,China,FALSO,,1,F,F,9,Cash deposit,7,Transient,VERDADERO,4,No-Show,31/05/2015,Emlen Emmott,eemmottpd@netscape.com,316-213-6631,3588596441236020
Mountain View Lodge,VERDADERO,60,2020,8,10,30,23,8,4,,5,FB,Brazil,VERDADERO,,3,A,A,1,Cash deposit,5,Transient-Party,FALSO,,No-Show,23-05-2016,Gayler Mouget,gmougetpe@slideshare.net,953.086.7103,3528472818012860
Sunset Inn,VERDADERO,4,2020,10,24,40,23,8,9,5,3,BB,Philippines,VERDADERO,9,1,G,G,7,Debit car deposit,2,Contract,VERDADERO,2,Check-Out,01.21.2016,Micky Heinrich,mheinrichpf@eepurl.com,+1 (969) 532-4845,3528658339393030
Ocean Breeze Resort,VERDADERO,29,2020,10,15,39,10,4,9,4,3,FB,Kenya,VERDADERO,0,8,A,A,1,Debit car deposit,,Contract,FALSO,0,Canceled,07.14.2015,Saudra Chinge de Hals,schingepg@theglobeandmail.com,(389) 186-7301,5236436768419780
Sunset Inn,VERDADERO,91,2020,11,9,42,27,10,1,2,2,HB,Czech Republic,VERDADERO,,4,G,G,5,No deposit,7,Transient-Party,FALSO,1,Check-Out,10-08-2019,Riley Bracco,rbraccoph@sitemeter.com,127-015-8250,3566391851609220
Sunset Inn,FALSO,37,2019,5,9,18,19,6,10,5,4,FB,Indonesia,VERDADERO,7,10,C,C,7,No deposit,9,Transient-Party,FALSO,4,Check-Out,17-06-2019,Charil Philippault,cphilippaultpi@google.com.br,507-264-3226,5002351461493270
Ocean Breeze Resort,VERDADERO,68,2020,2,3,5,23,8,6,3,4,HB,Thailand,,1,,F,F,2,Cash deposit,10,Contract,FALSO,,Check-Out,11/01/2016,Bobbette Covely,bcovelypj@delicious.com,(322) 366-1458,3549909602925000
Mountain View Lodge,FALSO,77,2019,10,12,38,30,12,6,5,5,FB,Poland,FALSO,,9,E,E,2,Credit card deposit,10,Transient,FALSO,1,Canceled,31-07-2019,Valene Grogona,vgrogonapk@360.cn,+1 (581) 328-6411,3573574418704490
Grand Hotel,FALSO,44,2017,7,13,26,3,0,4,5,5,BB,Myanmar,FALSO,,,C,C,,Cash deposit,10,Transient-Party,,7,Check-Out,12-07-2020,Hayden Sleany,hsleanypl@google.co.uk,216-397-7434,3573809094840750
Ocean Breeze Resort,FALSO,50,2017,5,9,18,16,6,3,1,1,HB,China,VERDADERO,3,9,C,C,3,No deposit,0,Transient,VERDADERO,2,Canceled,27/06/2019,Catina Dhenin,cdheninpm@wiley.com,+1 (849) 550-4637,30340693574497
Ocean Breeze Resort,FALSO,17,2015,3,21,11,18,6,1,4,,HB,Brazil,VERDADERO,9,7,A,A,3,Credit card deposit,3,Transient-Party,FALSO,7,Canceled,11.11.2017,Aida Khomin,akhominpn@oracle.com,928.857.1396,5641826322592150000
Sunset Inn,FALSO,3,2020,5,31,20,29,10,9,5,2,HB,China,FALSO,7,,F,F,1,Debit car deposit,7,Transient-Party,FALSO,9,No-Show,28/09/2017,Nolly Keough,nkeoughpo@google.pl,+1 (309) 023-9301,3572081691459590
Mountain View Lodge,FALSO,60,2017,1,28,4,7,2,7,1,1,BB,China,VERDADERO,,,E,E,0,Cash deposit,3,Contract,VERDADERO,,No-Show,30/07/2016,Lorianne Braniff,lbraniffpp@blog.com,562.656.1330,4917573654581550
Grand Hotel,FALSO,27,2020,7,2,25,8,2,2,,,FB,Thailand,FALSO,6,,C,C,4,Cash deposit,3,Contract,VERDADERO,9,No-Show,12-07-2019,Madonna Duggan,mdugganpq@com.com,964-137-2216,67712863679978800
Mountain View Lodge,FALSO,43,2018,5,19,19,17,6,5,,,FB,United States,FALSO,,,C,C,9,Credit card deposit,0,Transient-Party,VERDADERO,3,No-Show,16/01/2020,Maddy Deeson,mdeesonpr@uol.com.br,254-428-4663,3582604986328130
Mountain View Lodge,VERDADERO,27,2020,1,20,3,10,4,3,2,,HB,Argentina,FALSO,,3,G,G,2,Debit car deposit,1,Transient,VERDADERO,5,No-Show,11/07/2018,Gay Mulheron,gmulheronps@wufoo.com,(589) 483-4598,50385686450143200
Ocean Breeze Resort,FALSO,46,2018,2,28,8,13,4,4,4,5,HB,China,FALSO,7,5,E,E,10,No deposit,5,Transient-Party,VERDADERO,2,Check-Out,05.13.2019,Katerina Slimings,kslimingspt@ucla.edu,717.986.6622,3559209305817180
Golden Sands Hotel,FALSO,6,2015,9,20,35,29,10,4,4,,FB,China,FALSO,4,2,G,G,2,Credit card deposit,7,Transient,FALSO,,Check-Out,14-03-2016,Manon Bunclark,mbunclarkpu@skype.com,(847) 939-4114,5893544889513560000
Golden Sands Hotel,FALSO,60,2016,7,4,25,15,6,5,,3,BB,Czech Republic,FALSO,,3,F,F,4,No deposit,1,Transient,FALSO,,No-Show,12.18.2015,Asher Bonnier,abonnierpv@360.cn,388.418.3271,3573204571865710
Grand Hotel,FALSO,25,2017,4,22,16,25,10,4,,5,BB,Japan,VERDADERO,,,F,F,5,Cash deposit,,Transient-Party,VERDADERO,9,Canceled,04.15.2020,Sheridan Sproson,ssprosonpw@jigsy.com,(641) 447-2920,5020755724007560000
Mountain View Lodge,FALSO,,2015,4,28,16,18,6,1,4,1,FB,Mexico,FALSO,,10,G,G,5,No deposit,,Contract,FALSO,8,No-Show,15/11/2016,Daile Garret,dgarretpx@xinhuanet.com,(589) 340-2022,6771834165585470000
Golden Sands Hotel,VERDADERO,56,2019,9,21,35,29,10,6,5,,BB,Argentina,FALSO,10,,C,C,4,Credit card deposit,4,Transient-Party,,7,Canceled,01-08-2017,Dunc Oselton,doseltonpy@w3.org,(805) 054-8072,3541083151682820
Ocean Breeze Resort,FALSO,,2017,11,5,41,16,6,3,1,1,BB,Brazil,,10,,F,F,7,No deposit,8,Transient-Party,FALSO,2,Canceled,12/10/2017,Loydie Tarbett,ltarbettpz@51.la,225-164-9542,3563825264965740
Ocean Breeze Resort,FALSO,83,2019,10,25,40,12,4,4,,5,HB,Russia,FALSO,1,3,F,F,6,Debit car deposit,6,Contract,VERDADERO,9,Check-Out,08.20.2015,Kimberli McMakin,kmcmakinq0@hhs.gov,943.235.3680,5002354510881200
Ocean Breeze Resort,VERDADERO,61,2017,9,28,36,17,6,5,4,5,FB,Palestinian Territory,FALSO,,0,A,A,,Debit car deposit,7,Transient-Party,FALSO,6,Check-Out,11-01-2020,Baird Vaszoly,bvaszolyq1@toplist.cz,829.548.0723,3528816926583530
Grand Hotel,FALSO,,2019,7,12,26,10,4,8,1,2,FB,Japan,VERDADERO,2,4,E,E,6,Cash deposit,6,Contract,VERDADERO,7,Check-Out,03.20.2017,Judie Enderle,jenderleq2@networkadvertising.org,+1 (109) 270-6379,30049502375562
Golden Sands Hotel,FALSO,86,2020,8,3,29,17,6,10,4,4,FB,Russia,VERDADERO,6,0,F,F,10,Cash deposit,8,Contract,VERDADERO,10,Check-Out,19/07/2016,Packston Vanyutin,pvanyutinq3@goodreads.com,142.157.8159,58933124320272300
Grand Hotel,FALSO,20,2017,8,1,29,11,4,7,,,BB,China,VERDADERO,10,6,E,E,10,Credit card deposit,,Transient,FALSO,9,Canceled,15/03/2019,Leshia Spellworth,lspellworthq4@bbc.co.uk,+1 (830) 507-0387,3588484605971780
Mountain View Lodge,FALSO,42,2015,7,9,26,7,2,1,2,2,BB,Sweden,,2,8,G,G,1,Cash deposit,10,Contract,,6,Canceled,11.18.2020,Bryant Scholz,bscholzq5@phpbb.com,+1 (266) 146-5232,4175000972001580
Ocean Breeze Resort,VERDADERO,69,2020,4,1,13,16,6,9,1,3,BB,China,,,10,D,D,9,Cash deposit,5,Transient-Party,FALSO,10,No-Show,12.30.2015,Kandace Putley,kputleyq6@w3.org,305-820-6022,5100171835561130
Mountain View Lodge,FALSO,71,2020,7,6,25,28,10,6,,2,HB,Thailand,,0,,D,D,2,No deposit,,Transient-Party,,7,Canceled,05.22.2019,Tremayne Pashbee,tpashbeeq7@unblog.fr,(802) 621-9564,3556339871765320
Golden Sands Hotel,FALSO,5,2018,11,26,44,24,8,7,2,2,BB,Mexico,VERDADERO,10,,F,F,0,No deposit,10,Transient,VERDADERO,1,Canceled,13-09-2020,Elton Beaze,ebeazeq8@google.es,+1 (802) 044-2698,3552898416075410
Sunset Inn,VERDADERO,,2020,3,20,11,22,8,3,5,5,BB,Sweden,VERDADERO,,,A,A,,Credit card deposit,1,Transient-Party,,5,Canceled,04.09.2016,Jamie Kilsby,jkilsbyq9@aboutads.info,569.241.8741,3582463195966670
Ocean Breeze Resort,VERDADERO,18,2017,9,23,36,11,4,8,,1,FB,Poland,,,,F,F,8,Cash deposit,9,Transient-Party,VERDADERO,7,Canceled,23/05/2016,Leroy Wrangle,lwrangleqa@shutterfly.com,281-427-2360,341931603602842
Sunset Inn,FALSO,70,2015,12,9,48,20,8,7,2,5,HB,Brazil,FALSO,0,4,E,E,1,Debit car deposit,,Transient-Party,FALSO,10,Check-Out,10/10/2015,Saundra Greenway,sgreenwayqb@hp.com,109-023-6865,341750816419210
Mountain View Lodge,FALSO,51,2020,3,11,10,5,2,4,2,1,FB,Sweden,VERDADERO,9,1,A,A,6,Credit card deposit,6,Contract,,0,Canceled,02.21.2015,Glynda Retter,gretterqc@fotki.com,+1 (559) 819-4669,4917777048627170
Grand Hotel,FALSO,,2016,8,31,32,5,2,4,2,3,HB,Germany,,7,5,D,D,6,No deposit,10,Transient-Party,FALSO,7,Canceled,03/03/2015,Harlen Bute,hbuteqd@apache.org,108.592.0197,4017956282073
Grand Hotel,FALSO,18,2016,3,28,12,1,0,6,2,5,FB,Indonesia,FALSO,,7,G,G,8,Credit card deposit,10,Contract,FALSO,,Canceled,21-12-2015,Kamillah Paumier,kpaumierqe@vimeo.com,(166) 417-5826,30331053098185
Golden Sands Hotel,VERDADERO,54,2018,8,2,29,13,4,10,2,2,BB,Israel,VERDADERO,4,1,G,G,5,Debit car deposit,6,Transient,FALSO,,No-Show,11.05.2019,Frazier Malkinson,fmalkinsonqf@typepad.com,959.149.2271,3582015129457110
Sunset Inn,FALSO,,2019,7,5,25,14,4,9,4,1,FB,Yemen,VERDADERO,8,2,G,G,6,Credit card deposit,10,Transient-Party,FALSO,6,No-Show,11/11/2015,Lizzie Wildman,lwildmanqg@google.de,+1 (414) 520-1652,3529433620460340
Mountain View Lodge,VERDADERO,36,2020,2,10,6,24,8,4,4,2,HB,Brazil,FALSO,,2,C,C,5,No deposit,2,Contract,FALSO,,Check-Out,08.07.2020,Obidiah Kobpa,okobpaqh@bing.com,+1 (636) 214-1261,30110615081925
Ocean Breeze Resort,FALSO,50,2018,6,5,21,5,2,1,4,3,FB,Germany,FALSO,,0,D,D,,No deposit,9,Transient-Party,,5,No-Show,01/09/2017,Leela Choldcroft,lcholdcroftqi@altervista.org,228.193.3340,3577965311068890
Sunset Inn,FALSO,33,2019,8,4,29,22,8,1,2,,BB,China,,,1,D,D,1,No deposit,2,Transient,VERDADERO,,No-Show,09/04/2019,Shelba Marrian,smarrianqj@woothemes.com,500-202-0600,3531808628918460
Golden Sands Hotel,FALSO,82,2020,5,31,20,6,2,2,,,BB,China,VERDADERO,,8,E,E,7,No deposit,0,Transient-Party,FALSO,9,Canceled,04-01-2017,Emily Bulled,ebulledqk@woothemes.com,(126) 846-7332,56108282855221300
Ocean Breeze Resort,FALSO,57,2018,12,24,48,14,4,1,3,2,FB,Argentina,FALSO,8,4,G,G,6,Credit card deposit,10,Transient-Party,,,Canceled,07.07.2015,Gail Daniaud,gdaniaudql@toplist.cz,+1 (545) 493-1151,3584305322242880
Mountain View Lodge,FALSO,74,2016,7,14,26,5,2,4,5,1,BB,Portugal,,,3,C,C,10,Credit card deposit,,Transient-Party,VERDADERO,1,No-Show,04.17.2015,Stephana Sharpe,ssharpeqm@tinypic.com,305.780.6294,6706695675594920
Sunset Inn,FALSO,93,2018,12,30,49,8,2,3,3,1,BB,Indonesia,VERDADERO,7,1,A,A,8,Debit car deposit,10,Transient,,5,Canceled,07.17.2017,Gretchen Hinsche,ghinscheqn@deviantart.com,(438) 387-8123,201728288514832
Mountain View Lodge,FALSO,65,2017,5,27,20,3,0,4,3,4,BB,Philippines,VERDADERO,3,8,F,F,9,Credit card deposit,9,Transient-Party,,8,No-Show,06.28.2018,Pauly Diggens,pdiggensqo@sun.com,602.376.3878,5105088933600760
Sunset Inn,FALSO,12,2019,10,29,40,6,2,9,2,4,HB,Russia,FALSO,,4,A,A,8,No deposit,,Transient-Party,FALSO,,No-Show,18/08/2017,Marna Kiehl,mkiehlqp@redcross.org,(759) 385-8792,201752909704184
Grand Hotel,FALSO,67,2020,6,25,24,30,12,9,3,3,BB,Armenia,VERDADERO,0,10,G,G,10,No deposit,7,Transient,FALSO,5,No-Show,20-08-2015,Ad Pauleit,apauleitqq@usda.gov,979.645.5070,50204941767017800
Sunset Inn,FALSO,89,2020,9,2,33,22,8,9,5,2,HB,Peru,VERDADERO,3,7,E,E,2,No deposit,4,Transient,VERDADERO,8,Canceled,26/02/2015,Claire Newlands,cnewlandsqr@nydailynews.com,962.289.5363,5443495334716660
Mountain View Lodge,FALSO,68,2016,6,26,24,9,2,8,4,3,FB,Armenia,VERDADERO,5,2,A,A,,Debit car deposit,0,Contract,VERDADERO,,Canceled,17/05/2016,Michelina Fawssett,mfawssettqs@facebook.com,852.210.1616,5610474811763430
Golden Sands Hotel,VERDADERO,25,2020,12,11,48,8,2,5,2,2,BB,,,10,,G,G,3,Debit car deposit,8,Transient-Party,FALSO,8,Canceled,29-10-2015,Paddy O' Hogan,poqt@adobe.com,681.034.1142,4220910012565020
Mountain View Lodge,FALSO,77,2015,3,22,12,4,0,6,,1,FB,Ecuador,VERDADERO,1,6,F,F,1,Cash deposit,7,Contract,FALSO,,Canceled,20/07/2015,Adorne Nevinson,anevinsonqu@odnoklassniki.ru,(128) 860-9490,4541064470007
Mountain View Lodge,FALSO,2,2018,12,8,48,3,0,6,,1,HB,United States,,,0,G,G,0,Debit car deposit,0,Contract,VERDADERO,9,Canceled,20-12-2019,Baillie Gozard,bgozardqv@cnet.com,225.262.9359,5189104902838630
Ocean Breeze Resort,VERDADERO,72,2020,3,4,9,24,8,1,1,5,BB,China,FALSO,6,3,C,C,1,Debit car deposit,1,Transient-Party,FALSO,1,No-Show,05.22.2016,Hughie Vawton,hvawtonqw@answers.com,(763) 049-6835,30243346766165
Grand Hotel,FALSO,99,2018,5,8,18,25,10,10,4,4,FB,Indonesia,FALSO,0,4,E,E,9,Credit card deposit,5,Transient,FALSO,3,Canceled,03-10-2015,Allison Methven,amethvenqx@imgur.com,142.933.0151,5002358201167620
Ocean Breeze Resort,VERDADERO,26,2016,4,25,16,2,0,9,1,2,HB,South Africa,FALSO,8,,G,G,0,Debit car deposit,7,Contract,FALSO,4,Check-Out,10-08-2018,Della Plum,dplumqy@google.co.uk,173.168.4726,5010129703352060
Sunset Inn,VERDADERO,97,2016,7,10,26,9,2,1,,5,BB,Brazil,VERDADERO,5,,A,A,9,Credit card deposit,5,Transient-Party,VERDADERO,3,Canceled,05-04-2018,Mead Gerant,mgerantqz@feedburner.com,482.228.6717,5010122166954480
Sunset Inn,VERDADERO,37,2016,9,25,36,15,6,3,5,2,FB,China,VERDADERO,2,4,C,C,,Debit car deposit,5,Contract,VERDADERO,6,No-Show,06-03-2017,Henry Carlile,hcarliler0@infoseek.co.jp,+1 (601) 578-9073,3579685226284980
Ocean Breeze Resort,FALSO,22,2020,5,18,19,29,10,6,,4,BB,Armenia,FALSO,,,G,G,1,Credit card deposit,1,Contract,FALSO,1,Canceled,02-03-2016,Emlynne Yonge,eyonger1@noaa.gov,+1 (556) 560-4551,4913901946076430
